review,rating,date
"The new updated app is one of the most advanced mobile banking operating interface with ease provided at all essential tabs. Also the new advanced analytic feature is the most time saving and efficient in working. Good Job, keep enhancing it. Good Luck",5,01/05/20 20:13
I was using this app since 2 years...i update new version but it is hilarious I can’t even login into my account so I deleted the app and install it again... and then there has biggest chutiyapa that I couldn’t activate my account,5,19/12/19 10:15
"From last couple of weeks I am getting different alerts on this app  
1) when i tried to click on statements options it is showing alert.
2) while login - getting alert with below message -- ""server with specified hostname could not be found"" 
3) while doing fund transfer it is showing alert.",3,05/02/20 18:56
"Samyukta88,
I am paying my bank credit card using my app and get instant credit to my credit card account. It is happening 24/7 irrespective of holiday and weekly off. I fail to understand your problem.",5,08/05/19 14:50
"I have been using this app for years, just got an opportunity to write a review. This app is working without a flaw, just with one touch opening, checking the balance with just a swipe option is top notch. 
 If you are related with bank bank then this is essential one.",5,13/12/18 2:36
"I have been an bank customer since the last 5 years and very happy to be one. I have been using the app since a long time , it’s very user friendly and safe at the same time. Really happy with the many options given in the app. Happy customer ☺️",5,14/11/18 9:16
"Hello Team,

Very good UI and very easy to use.
Just want one more function.
Need credit card bill reminder notification before 5 days of due date.",5,26/11/21 7:42
"This app is the best so far across all banks in terms of designs and features it offers.
 
However 1 issue is under loans section while generating disbursement request, option to select image from gallery for demand letter then this app does nothing. Developers kindly look into this issue and provide the fix.",4,20/07/18 5:25
"Hi, I have been facing this issue for few months. Within the settings, everything is proper. Even pockets from bank is opening with face detection. While, am trying from this app, it pops 1 attempt went wrong 2 remaining and there is actually no 2 chances for detecting. Any number of times, I try to login via face detection same message pops.",3,05/01/22 4:20
"I never used internet banking one for mobile app handy. Such an excellent app with all features. Though observed few flaws and hang, overall the app performance is good and user friendly.",5,28/04/21 17:19
"App gives connection error in 40 Mbps Wi-Fi. But works fine with mobile data.
When I use mobile data and logout - > then login again with Wi-Fi it works like charm but after some time again loading and connection error.
Please look into it , other than that there is no problem.",3,01/11/21 6:46
"There are many bugs in the app. Mentioning one of them. Add payee of different bank Screen flashes many time when you try to input details and doesn’t allow to write or press any button. Another great thing that this app provides, i did the money transfer and closed the app. Now they are calling me for personal loan marketing and credit card marketing. Calling again n again even though I told them I am not interested.",1,13/09/21 13:05
"Hi Team,

After linking an extra credit card the app crashes. There are other people who have mentioned the same issue after linking a new credit card. This is affecting all users. I have sent a mail to your DL in 5 mins ago. Can anyone please check and respond the ETA. None of the functionality is accessible now.

Please note: To replicate the issue please link a new credit card from the app application and check how it goes.",1,02/09/21 14:28
"The app keeps getting worse and worse
Now they need a cell phone signal to be able to login into app
I live in a place where I often doesn’t have cellular signal but I good wifi. But that’s not enough, the app won’t let you login saying that you don’t have active sim network. Sent email to their support but no reply. bank keeps getting worse and worse , I’m moving away from bank as my primary bank.",1,18/07/21 17:32
"When trying to go back to statement section from my rewards, the back arrow is not responding in iPhone 11.
Also relationship manager details not available.
Latest bill section is not updating though the payment is made.
Connecting to customer care through app should be added so that I will be easy to get the queries resolved",2,01/07/21 17:53
"Menu icon doesn’t show
Entire display is bit zoomed in, like the card display of each account at the top goes beyond the screen 
Logout icon is not working, so have to kill the app every time I have to logout",5,17/11/20 12:08
"Is it necessary that the user should wait for 24 hours to transfer funds above ₹10,000? Because if a person loses his phone and wants to buys a new phone, does he have to wait for 24 hours to transfer funds more than ₹10,000/-. Please think.",4,05/03/21 15:45
This application operating are very easy smooth and safe as for known bank branches for customer support many things you can complete by this app no need to go banks by this easily you can save time and people also become aware about many bills payment by app,5,25/06/19 17:57
"To app Admin,
Observed login is not working after the new update of iOS 14. Upon attempting a login, the app immediately disappears in the background and shows refreshing screen as if it is re-opened. 
Requires a compatibility fix for iOS users. Until then computer would be the only option left which is of course not handy all the time or in the go.",2,02/11/20 17:58
"Though, the app is user friendly, feedback tab after logging out is annoying. After registering the feedback and it should close on its own, which is not the case at present. Customer is in dilemma, whether the feedback is registered or have to redo it. Also, it’s pointless to request feedback after every opening and closing of the app. Appreciate, frequency of requesting feedback is changed to monthly or at least fortnightly.",1,20/08/20 0:59
"Even before we login through fingerprint/pin, the app takes a lot of time to load. This may be a small thing, but it is frustrating was users who use the app frequently. 

After authenticating also, it takes time (which is understandable)

Everything else is okay for me.",3,04/01/20 4:19
"With the easy features available on app one doesn’t have to make rounds of the bank or log in through website. The app has made financial services easier and swift.
Totally satisfied customer of bank bank for the app",5,24/11/18 8:13
"When am trying to install in IPhone XR, the app does not supports properly and am unable to install he app even after trying multiple times.
Hope this issue will be resolved",5,04/02/21 14:24
"Dear Team, Can you please check the issue when there’s a call made to get help. Number get generated with 91.
It should get generated with +91.
Now due to this neither a person staying in India can call customer service via app nor a person sitting in abroad.
I believe, it should be given a bug to IT department on prio. Thanks in advance!",3,05/12/21 2:43
"As soon as you open app, it bombards you with offers for loans FD, paylater etc, which you may not want and they don’t provide you with an option to remove these, this is unethical and wastes the customers time and tests his patience, this will surely make customers leave bank, I’m already looking to transition out especially after being with them for 10 years",1,03/11/21 18:16
"After update to latest 17.9 face id stopped working, tried enabling it again, didn’t worked.

Track my application not working since last 2 3 updates.
Services - Card services - Track my application
No button click event, no response, no error message appears.",3,28/09/21 3:16
"I don’t have a savings account. I only use credit card from your bank. And I am not able to access the app. It gives me only two options - Pockets account or bank account number. If these are the only two ways to use this app, then please mention this clearly or fix this. I have not been able to access this for a long long long time. Pretty bad experience and really frustrating!",1,14/08/21 14:51
Ridiculous app not user friendly no provision for edit to rectify any mistakes done no response or help from customer help old was easy to use bank did not program for smooth change over bank bank couldn’t be located in the dash board l got confused and clicked Hdfc last 10 days my knocking at various various windows did not get relief I am. Planning to make accounts non operational,2,12/06/21 11:08
"The UI is very confusing, due to which I had to pay an additional late fee amount for my credit card. And now the user experience has changed again and it couldn’t get any worse. All my account information is no longer seen and I am unable to even change the mobile number this app is linked to. Many features don’t work either! Please make the app at least a little comprehensible",1,17/05/21 4:38
"Dear Developer, it is great to use this app but unfortunately, option in fund transfer no option is showing to select for third party banks / other banks beneficiary. Kindly do check and provide options to users.

Other all great to use.",5,29/04/18 16:35
"Even when in a good network or data connection, Login is failing, with an Alert message to “Check internet connection and try again”!  Note that other apps are working fine , in the same data connectivity.  This is frustrating, as UPI transactions can be approved only from app.  Direct BHIM is also failing.",3,15/12/19 7:18
"The app app is great and has all the functionality we need. There are many areas though, on the user interface side which needs enhancements. Uptil now the app was working great but now it has stopped working.I am getting an error “Invalid JWT format”. I hope this gets resolved ASAP.",4,11/04/19 15:53
With New update of 7.9 version suddenly the Face ID authentication is not accepting but the team had resolved it ASAP in 2 days we got new update of 8.0 and this is been resolved. So I had updated my ratings too.,5,30/09/21 1:33
"The app is overall good, for tracking all transactions, make UPI payments, manage all linked accounts etc. But one major issue is - there is no way to know your relationship manager via app which should be added as a utility. Rest of the things work as expected.",3,13/11/21 17:46
"I have never been able to click on my 2nd credit card and use it from this app. Once it opened and after enabling the international payment I bought something and then went back to disable it and now it’s not letting me to go to that option. All it does is to keep spinning and saying “Please Wait, Loading Card details”. I don’t know how you guys have not caught this issue since last update was enrolled.",1,22/04/21 13:45
The app is user friendly has its security level not too difficult to handle for the customer at the same time. Features are amazing thank you,5,12/04/21 5:21
"Updated app last night. While logging in, login with touch ID disappeared and face ID came which is not compatible. 
After logging in, UI is totally broke. Seems like developers forgot to optimize UI for iphones with touch IDs. Please do the needful ASAP.",5,05/12/20 16:22
"If someone do not have an account with bank, he must open it for using this ultimate app. My every question’s answer is there on this app app.
Keep the good work up.",5,01/10/20 11:01
Kindly add interaction and added support with siri like showing balance credit card payment dues etc because these features are available with axis bank mobile app,5,11/09/20 21:25
"Doesn't let activate app. The screen freezes after entering the PIN and redirects to open new savings account page. Please fix this for iOS 13.1.1
Although good banking app and features. I have used this before and there isn't any hassel in operation.",5,02/10/19 19:20
"Please keep an option for credit card bill payment in app so easy for us...and also some bugs are there while entered the pin in app it goes directly to organisation, location etc again in that my company is not listed means what should I do??so solve all these type of issues asap. We are expecting these issues will solve in next update...",1,07/03/20 10:11
Some major issues in IOS app User interface design especially whenever used on iPhone 11pro screen size. Back/navigation buttons at the corners and bottom do not respond thus forcing a user to close the app. It is frustrating and irritating.I think bank tech team has not UX tested this version for 5.8” screens. Also FaceID authentication takes longer. Overall experience is not pleasant. Do not download this app and continue using web version.,1,12/11/19 5:41
I am 52 years old and I was recently downloaded app app to see my balance and I am thinking that is very difficult to operate this app but it’s very simple to understand and e friendly and I am very happy with this service really today I fell that my decision was correct to opening with bank BANK,5,24/06/19 17:01
"Hello Sir, In uco bank, there is an app named UCO SECURE. Thru that app we can disable or able transactions with ATM card and also we can block or un block the mobile banking, e banking etc. when we have no transactions to be done, we can block or disable. so an app like UCO SECUREmay be created for bank bank. pl consider. Thanks",5,31/03/19 4:41
"One issue which I am facing when using iPhone with face detection. The moment I log off from the app, it detect my face and login again automatically.
So I have to move the handset from my face, while logging off :-)

Please introduce some options in the log out screen, to ask if we want to log in again.",4,11/06/19 3:30
"I have bank accounts in other banks also but bank app is the best till date compared to other banks as of now. We can do wide range of tasks like neft , card settings, chequebook reissuing etc all in one place !!!",5,24/11/21 6:15
"One of the best banking app, Never disappointed. I am a Mariner and have to travel all around the world and sometimes even in weak internet  this app works super fine. The new update has many more new interface.",5,24/10/20 16:53
"I have installed recently this app & while setting up, app is asking to update & it Is redirecting to the App Store. In the App Store only option to open the app not update the app. It means I have installed the updated app. For this reason I am not able to use mobile banking since last 2days. I hate customer support thru IVR. please resolve this issue asap. It is not expected by a bank like you.",2,02/11/21 6:48
"I like the UI and UX, but even after registering my number and account I have to do that every time when I open app on my IOS device ...really frustrating to authenticate your number every time .. even after registration.",4,03/06/21 10:28
"All of sudden, when you click on app logo it shows 3 options which are 1) Activate app for Non-bank bank account user 2) Open savings account in 4 min 3) Open NRI account. 
But it does not show any option to log into your own bank bank account . With new version of app existing bank bank users are not able to use app app on iPhone.
Very unhappy , not expected such lapses from bank bank . 
Hope there IT team resolves this urgently",1,27/02/21 11:44
Have not been able to open my ppf account from the app app. The final confirm button doesn’t work. Tried contacting app support via email and their reply was: Please visit the nearest branch to open your ppf account. There’s a reason you have provided the option of opening account through the app so that we don’t have to go to the branch.,2,14/02/21 18:58
"1. App crashes once/twice while clicking further option in home-page, for example “manage my card”
2. Pay bill option doesn’t work through app. Always have to make payment through another way.",3,15/11/20 5:50
"After submitting the login credentials submit option not working, with no other option have use web browser",5,26/01/20 8:12
I use app for long. Wanted to schedule a transaction. Monthly rent transfer to Non bank bank account. Just realised there is no such option. Where as it is available for bank bank fund transfer. In case I m wrong.....please enlighten by guiding a way out,5,03/06/19 6:14
"For the last couple of days, the app app is acting weird, particularly the paylater account section which is not responding. I mean whenever I make a transaction using the paylater account via the UPI payment method and it asks for confirmation through the app, I go to the app and click on manage and the screen vanishes and redirects me back to the main screen. So Iam unable to make a transaction via paylater. This is pretty annoying.",2,01/10/19 13:21
"I am unable to update or download the latest version of this app. I have seen the update, it’s awesome. I am giving it 1 star but I will change it to 5 as soon as my issue will be resolved. Please provide me the link to download the latest version.",5,09/06/18 23:25
"You need to fix 1 bug, while login in app, if we wrongly touch the forgot password option, there no option to go back on login page, even after force closer of application, we need to reset password unnecessarily, this is happened with me 4-5 time, rest everything is excellent.",4,16/11/18 11:52
"This is really a nice and user friendly app which makes the banking easy. I have been using this app for last couple of years but have never found any glitch. 
Really Appreciated",5,06/08/21 7:43
"After the last update I’m unable to access any options such as Deposits , i wish etc except my Account. Please fix this issue,  I’m extremely dependent on the app because of such convenient facilities that are offered. I hope u attend and fix the issue asap so that i can continue to use it",4,23/04/18 14:41
A reliable mobile banking app with lots of features. I barely find need to login via web. From transaction to purchase to complaints everything at one place.,5,24/06/21 6:22
Been trying for a while. Want to get a bank statement in my email and I’m not able to enter the Email id. The keyboard just won’t come up and the cursor is also not visible. FIX THIS!! Such an old issue!,5,04/01/21 9:56
In previous version there was problems when you try to do find transfers from favourites. App suddenly closes itself. Hope this problem taken care in new version. Interface is quite smooth and nice look...!!!,4,13/04/21 1:30
"A very user friendly, reliable and easy to understand bank mobile application. You never have to visit the bank. Great service",5,12/10/20 7:52
"This app would have got my 6****** if there was an option. One of the easiest users interface to use. Don’t have enough words to express my gratitude . 
Bravo to the IT team.
Thanks a mill.",5,17/08/20 10:39
"After verifying mobile no and setting a pin the app again asks me to apply for a new card or loan or account. Wont show my credit card details.
Tried talking with the helpline and when she couldn't help she started marketing of other bank products.
Tried to contact whatsapp no of bank and the response I got is ""your mobile number is not registered with any service"" though I'm getting all OTPs on the same number!
Dumbfounded.",1,09/10/20 16:34
"I am facing activation problem.
I had saving account and then I closed it.
Now I have loan account with bank bank and now for viewing loan account the bank personal asking me to download and activate this app but for activating , it is asking for debit card details, and I have closed it . Please solve this issue regarding the same for activating this app",4,28/09/19 4:00
"I don’t know how I redirected to this screen from the login screen but there is no way to go back from this screen. 
Either its ask for the Verify something which I don't know or open a new NRI account which I don't want to. By clicking on the Get in touch just load the screen. 
However If we go to Homescreen and then kill the app from the background then too I directly redirected to this same screen.
The only option which I think would work is to uninstall the app and re-download the same version from the app store.

Kindly do the needful to avoid inconvenience.

Thanks,",3,25/02/20 3:40
"Hi, while paying bills of credit card, in the field where I have to enter amount, the cursor doesn't shows up. After hitting 10-15 times throughout the field, you get the cursor then number pad doesn't shows up. How a user can pay bills without adding values in fields. Pls rectify. Thanks",4,30/07/18 5:16
"Even though banking services are good don’t open an account with bank bank. Once you provide them with your mobile number you will receive hundreds of call from people trying to sell you different kind of services. They sell your personal information for their benefit.
Other banks provide the same services without misusing your personal information.",2,21/08/19 3:31
"They do not allow part repayment of loan online through their app, like multiple other banks do. Their executives ask to visit the nearest branch for generating a SRN for part payment of loan. But not all branches are loan servicing branch. In all possible ways the bank discourages prepayment so that their assets can increase and they keep earning. If you want to prepay with the little savings you have, this bank is not for you. Look for some other bank.",2,29/06/19 7:17
"I was using this app for years and suddenly stopped working when I open the app saying to activate it again. Funny part when I called customer care they said this is the problem from airtel side, Without checking app is released and saying some funny answer. Please do a proper checking before you release the app. August 15 onward this issue is active still today they are unable to solve (03-September-2018)",1,03/09/18 7:26
"The app is pretty smooth and easy to use. The interface too is build well. Liked the performance too, on a 3G network too works well. Only issues I came across was with the upi sending/receiving, sometimes it doesn’t work and the link hangs.",4,02/02/18 3:50
I see most of the features are working but the back button position is not good at all. Very difficult almost impossible to navigate back in iPhone XR. May be it was designed for older versions but with notch it’s really not useful.,4,26/12/20 19:28
"This is really awesome app ever I used. Fund transfer, movie ticket booking, mobile recharge, DTH recharge I have almost used all it's services, it has never turned down. 

Only concern. Whenever you do the app update/ upgrade all your billers, linked loans will go disappear, sometimes they will comes automatically sometimes never. That is so irritating experience that you will feel what’s the use of all facilities in one app.",2,05/11/17 2:26
"The overall experience seems nice.
I do have a feature request. I manage credit cards of the other family members too. It’s not possible to logout as one user and login again as another user. For this, I always need to use the Internet banking in browser.",3,05/01/22 14:53
"I have been calling app Team for two days and every time they say, app is down and will be available in 2 hours. 

Deleted my app and reinstalled but Cannot activate. Looks new release has gone horribly wrong",5,17/06/18 2:56
I installed the latest version of app and saw that touch id is removed also card are not showing numbers properly I am not able to read them as numbers are getting mixed up after clicking on check balance. I am using iphone se 2nd gen. please help,3,09/12/20 3:14
"I have been using app for more than 4years now and All though I have updated the app every time when there is update, app features are not appearing in my iPhone tried uninstalling app and installed again but still doesn’t work.. not sure what is the error... I have latest IOS software as well.. hope to get some clarity on this from technical team.",2,26/09/20 12:31
"Dear developer,
I hope you made this app for better user friendly of the customer, but now a days I am facing many problems in my app app regarding my saving account & iwish account. My account details are not showing in my app app & it showing that you have no account. Please link you account. Is this a joke or what?
Kindly solve this issue ASAP.
Thanks",2,17/08/20 13:59
"There is no option in this aap for download the payment receipt. After paying the bill . If the payment is not reflect  in (example :- tata sky, electric bill, water bill etc.)in that case  If you want to share the payment details to the other person then there is option to share the details like in Google pay ... plz add this option in app app",1,29/06/20 11:55
"I have lost all my trust on this bank.. They will charge u any amount that too without any notification.. I have faced it three times... And not only me, many ppl I know have also faced the same problem... And then again, when u call the customer care and ask about the reason of the deduction, they will say sorry, etc and return back the amount which gets credited to ur acc thereafter .. good going bank..",1,08/05/20 9:02
"1rs per minute charge, dont expect to get a resoulation in first attempt.
Poor customer service team, take loan or CC and don't pay this is the best way of dealing with these type of idiotic bank, just make a mistake and see how they treat with customers they charge a huge amount in the name of late payment and everyday torture is BONUS.
Their team they don't even follow single RBI guidelines. You have to specially recharge your phone to talk to these idiots.😀🤯",1,17/02/20 4:21
"The app hangs very often. The earlier UI for fund transfer was much better than the current one. The return path from accounts view leads to a blank screen and the app hangs. After that one can open the app only when there is a time out!! Crazy. 
The UI is good. But UX is bad. Overall the experience remains pathetic and the app continues to be very unstable. Its much easier to transact through the mobile version of website.

The NRI verification process is pathetic. One cannot do it on wifi. One has to spend data money on roaming to update this app. 

This app hangs very often. Very bad!! Not a good experience.",4,21/10/19 16:18
"We really appreciate the new features launched with the new update, however it seems no one bothered to check if the primary features of the app are still working fine. Below are few issues you might  see during fund transfer via this app.

1. Text fields do not accept characters like a comma.
2. Editing the text fields is a big challenge.
3. The fund transfer form takes forever to load.
4. The “Select Payee” dropdown does not work every time.

The app is no longer as useful and user friendly, as it was before the recent updates.",4,05/12/18 3:57
"This app update is very poor it takes thousands of years to activate app app on my iPhone. I have tried so many times to activate app but this app just doesn’t work.
The second thing is that bank bank do not update rewards points as per transaction also there is a big mismatch in rewards points which is 1000 according to this app and when i click to claim then on the website it shows 29 points.
SBI Rewardz program is way better than bank.",1,12/11/18 6:06
"Nice app. With finger print option, its smooth to operate. 
Almost all the options available. No need to use computer for the general activities related to banking.

Latest app is having issues with the fingerprint option. It works for some days then stops altogether and one needs to start using pin. Delete app and reinstall, finger print starts working.",3,08/09/18 6:08
"I recently opened an account in the bank. Now at the time I wanted to open the bank account all their people never stopped calling and now that i finally need assistance no one is picking up. I tried using the customer service number but it is outright the worst and most confusing customer care service. There are no clear options nor an option to speak to a rep. I needed to ask about the unauthorized charge of the international debit card which on opening te account I specifically said no to. So be ready to be charged money for no apparent reason or authorization. Monopoly has a better bank than bank.
Services- 0/10
Time taken- -10/10
Conflict Resolution- 0/10
Helpful content- -10/10
Money greedy personnel- 10/10.",1,19/07/18 11:58
"There are few updates in the app but still the auto loan preclosure view or pdf is not working at, previously the acess was very good now we are facing issues like the above. Hope will address the same.
Thanks",5,12/05/21 7:34
"1)When you install the app it takes activation twice then only we can use application properly else it will ask for activation again.
2)Not able to access links in latest version like check status,Deposits ,Cards and list continues.",4,20/04/18 5:27
"This app update not redirects to show details of current account.
I think current account feature not working pl check and confirm as i have 1 current account it was shown in last update but not showing after latest update",4,14/04/18 0:25
After installing the app when I login with my user details it’s autoCrashing the application and after that when I retry to login it shows that you are using the old version of the app but when I check the application it’s update to date I reinstall the app and check again it’s shows again that please update your application please fix the issue I’m not able to login to my account,1,20/12/21 20:55
"I have been using the app from 7 years and it is a great experience using this 
But some times when we log out it is showing other names instead of ours",5,26/04/21 4:30
There is the application is stuck in login via verfiying mobile number through sms which is comes automatically window... so kindly reslove the problem,5,19/10/20 13:25
"The Best banking app 
Yesterday I updated to latest version, it is not working properly & quite automatically.
Some other prints are coming on screen while fund transfer options 
Please look in this matter",4,23/04/21 2:22
Pls fixed the bug in the application as we are facing difficulties to pay our outstanding credit from i mobile app to resolve this ASAP as pay bill option doesn’t work rest all the option runs smoothly....,3,05/08/20 13:31
5 star. I use all most all the apps and give a check. I love the simple and easy transactions and paying of my credit card bills. I am giving 5 star to app. Thank you,5,05/05/20 9:49
"Have been using the app for quite some time and it is good to see improvements made over years, It is now more user friendly and looks much organized. Making transactions easy and quick.

Best regards",5,14/04/19 16:42
"Your customer care executives are useless as they don’t resolve the queries. I am using credit card and debit card both. Amount of more than 4K auto debited from my account for credit card payment But customer service department is not ready to agree and neither they are replying on my emails. I emailed them on 7th and 19th and today. No response yet. 

If you guys are not going to resolve this issue I am going to take actions as I have tried reaching you guys since long",1,09/10/19 8:00
This is a good user friendly app however the transfer via app too asks for the grid texts which is a pain. Can’t remember or carry card always being in digital India. Kindly give leverage for transfers done via app alone not to ask grid texts and live with only OTP,5,11/12/17 19:38
"In bill pay (presentation) after making payment to first bill when o attempt to pay for second bill, again information related to first bill appears. This happens when I attempt to pay the third bill also. Further after making payment against first bill that bill does not disappear from list.",2,19/06/18 2:27
"Not sure to app does not offer the option to do fund transfer to Other Bank Accounts!! Due to such gaps, the end user experience as a customer is broken forcing to launch browser version to do fund transfers to beneficiaries of other banks...do not know the intent and how long to wait 😀",4,23/03/18 17:31
"I never had any issues previously but, from past few days it doesn’t load, and doesn’t notify, I am facing a lot of inconvenience",5,08/08/21 4:29
"Everything about app is great. But from the time of the account opening I am unable to see my debit card in the app. It shows up
on the website, but not on the app fir some reason.

Please try to resolve this issue.",4,12/10/21 7:52
Top notch quality. I see every banking option is at my finger tip. Very safe and secure feel it gives everytime I use this app. I wish it continues the same and make us comfortable. Keep it up👍,5,27/05/21 11:02
I can see in the App that transactions are showing wrong dates. The transactions happened yesterday and day before yesterday are showing today’s date.,5,10/05/21 13:30
After installing I am sending sms to register even after registering I am not get into my account details. Facing this issue for the past 2 months,5,12/08/20 11:18
I Am using iphone 8 and was able to use touch id option in bank app. Since few days am not getting that touch id option while login in. Kindly advice where to enable it. Else Everywhr in phone am able to use it.,4,15/03/21 13:29
"Initially the logout button was deep inside the menu but I gave a feed back on that and now it’s easily accessible. Thank you for listening. 

However the long wait for the login screen to get ready for receiving input is irritating.",4,23/09/20 1:56
"The UI is great and very friendly . Everything is good except for below highlights .
1. I have few FD’s and It has happened a lot of times that when I login and I find some FD’s are missing . Again I have to logout and login to see the missing FD’s.
2. Point 1 happens with RD’s as well.
3. Also, some of the times it does happen that I am not able to see anything when I login i.e ppf account , savings account , etc.

If this is fixed then I think there is no other problem as such .",5,14/07/20 3:58
"I have been using bank app more than 10yrs now and didn’t feel any issue till now they had improved all process day by day, it’s a great interface to work, all the best 👍",5,03/07/20 15:43
"They made UI very simple 
It’s easy to use no tricky application also new features are good whenever you call customer support via mobile application do not need much verification",5,11/02/20 3:12
I would have given zero stars for this app. I really have no idea when this app will work or it doesn’t. It’s always something went wrong please try again. I made a mistake opening account in this bank. I am trying to contact the customer care for last 7 days but I am unable to. Fed up with this app and totally disappointed with bank. I am gonna close account soon. Really who ever developed this app kudos to them 😂,1,11/04/20 10:35
I find the app very useful and intuitive. I do however have a feature request. It is notifications for transactions. I want to get notified every time I use my debit card or a transaction occurs. Thanks. Hope this feature comes.,5,20/12/19 16:30
This app has everything !!so much better than HDFC bank... the infrastructure and possibilities are fantastic ... and very user friendly and well connected with credit department etc ...phone banking which is just as good as internet banking ... well done bank,5,31/10/19 16:33
"This one of the very good app for transfer & purchases. Although it is good, I never seen a link from where I can 
1. Find the transaction details/ transfer details from or to specific account.
2. There should be a separate column for transaction remark which is very much important to understand the reasons of transaction.

Hope bank will work on above & will resolve the issue at earliest",3,27/08/19 16:39
Its getting very slow and many time it's showing the statements and other options like reward points are invisible this app is consuming more time to get some information,5,13/12/18 2:28
"The user interface is bad and the error reporting is pathetic. When I made a payment through BHIM UPI on the app i got an error saying transaction failed and I need to retry. The second attempt was a success. I find that the money was debited twice, once for the transaction which said there was an error and the other for the second transaction. The customer support doesn't want to acknowledge the problem. 

Please stay away from using the app if you don't want to lose money.",1,28/12/18 10:03
"I always used to feel bank is mediocre when it comes to its App.  This upgrade has bombarded that view.  Amazing UI, facilities, navigation etc etc.  I was pleasantly SHOCKED to see d beauty.  Thank you bankBANK for raising d bar.  I am now extremely happy with d App.  Keep making more and more dynamic improvements.",5,21/06/18 5:07
"For some reason,  the app had got deleted from iphone. I am trying to install and activate it for the last two weeks and it always show the message that there seems to be an issue with the server and please try again. Spoke to customer care for a couple of times and no action there side and they suggested to check with Airtel stating it is an issue with Airtel. 

I have no idea why the customer has to complaint to Airtel if at it is an issue with them while the error is displayed by bank app.

And if the issue for a million Airtel user, will they ask all to check with the Airtel.

Vey bad to know that bank does not take responsibility for their own app. And they should collaborate with Airtel to sort out the issue .

Hope bank has started to loose it lead",1,05/09/18 12:24
Every time I update the app it asks for login using account no but nowhere any access is provided. It’s not user friendly. Please don’t keep changing the UI we hate something that keep changing their look,5,19/06/18 17:44
No other bank provide such fast and user friendly interface plus services!,5,05/01/22 11:30
Overall apps good but require to work more on fund transfer option where function not working. Also on main view showing option of apply for credit card but when go for option showing option for open account & loan.,3,16/06/18 5:46
I have account in different bank and used their apps but this app is best amongst all. Very friendly and easy to use.. It provides all the services on app itself that hardly you need to visit branch.,5,06/10/21 7:07
"Among the other bank apps, I rate bank as the most friendly customer interface with quick options for all the user needs. Also the consistent updates keeps them on top with a enhanced UI/ UX",5,05/06/21 7:41
I have been charged falsey by giving wrong information intentionally. Even thé customer care representative was very rude n self obsessed when tried to speak with him and disconnected the call rudely,5,14/10/19 9:43
"There is a problem with the latest update
When we try to select options from pop up box
Pop up
Blinks and go which is difficult to go for next process",4,03/01/21 18:27
"I ve never been a fan of this app. Never evolved from its prehistoric version. Adding to it the slowness, usage was getting limited. Even the upi page doesn’t get opened sometimes when i wanted to approve. Finally it all summed up. Not even able to open it now. Crashes on start. There are no more updates. The latest version doesn’t open at all.

Should i expect a fix?",1,07/11/20 5:46
The application took alot of loading time just to get to the login page and then we need to enter the credentials. As comapred to other bank's application if once the application is opened it to takes to the login page or home page within very quick time.,3,06/08/20 14:12
"My app is not working since 6 months tried to contact call centre and every time after hours of discussions they say we will contact u shortly after 2 days with solution but still they have not got any solutions... fed up of calling again and again to call center and hearing same things.. tried with mails also but no results and no response.. some of email generated ref id 000J3aF08X4YANMN & 
000J3aF08X4YBE6H",1,07/03/20 7:44
"I don’t understand how come this app is rated so high. 

Many functions are disabled. For statement user is not able to enter the email id. Not able to check account balance and transactions. 

Upgrade is supposed to work better than previous version. Since long its like downgrade only. Have stopped using the app since long and thought to try again but it is totally flop show.",1,19/02/20 15:38
This new update few days ago has some bug which is not making user to log in. It is asking for user id and password but submit tab is not working. Mobile banking has come to a halt because of this. Kindly send an update at the earliest.,3,20/01/20 9:32
"Everything else is good but only one issue that when sometime we need the help of customer care to talk the number displayed doesn’t work , call gets connected and charged. So would request to keep immediate number for the same and also wats app 24/7",4,10/11/19 4:52
"Nice app. Love your working features.

A few of the features of the app don’t work. The app is up to date. I am kind of a techie guy so no worries of the app version and all. But features like using ipal work only to a certain limit. 

I would love to tell the details here but I prefer to tell it private because of certain privacy constraints. Thank you.",3,15/10/19 17:01
App made things really easy but initially could sign into app through finger print but now doesn’t know why it’s not working. And it would be good if could see the statements with remaining balance after the credits and debits.,4,11/01/19 6:27
"This application is pathetic when comes to accessing credit card details or statements. I get error almost 90 percent of times while accessing the details through app. Overall.l, bank bank Internet services are degrading lately. I used to prefer bank bank for all my banking related services and thought it to be best among Indian banks.  However that doesn’t seem to be now.",2,14/02/19 19:03
"I use 3 apps for mobile banking since I have different accounts in 3 different banks. bank’s app is the best in terms of ease of operation and getting day to day tasks sorted quickly. It has become even better since the recent update, simply loving it!",5,02/01/19 4:58
"In the app app loan related feature is not working and it is showing some developer message to the user. 
Fix this issue asap as it is inconvenience to the user who need emergency personnel loans.",5,06/12/21 8:46
"Recent update was nice that pocket wallet details has been included in app. However, multiwallet card details is still missing in app. One has to use bank pocket for the same. It will a good addition to the i mobile app if the same has been included.",4,18/11/18 6:28
I am  not able to locate log off option which was available in last version. There is no menu option either. Overall new version doesn’t appear to be as user friendly as earlier one.,4,11/06/18 17:01
